Instance	nbAct	nbRes	dist		UB	OS	NC	RF	RS	ConsRS	DR	NFS	AVCARDFS	NFSU	AVCARDFSU
j3037_3.rcp	32	4	682079400	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3037_4.rcp	32	4	2063453144	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j3037_5.rcp	32	4	2036815342	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3037_6.rcp	32	4	647774856	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3037_7.rcp	32	4	756309312	0	2.1	0	0.51	1	0.7	1	0	0		0	0
j3037_8.rcp	32	4	1607921784	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j3037_9.rcp	32	4	706558608	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j303_7.rcp	32	4	1890614472	0	2.1	0	0.25	1	0.83	1	0	0		0	0
j3038_10.rcp	32	4	368406144	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3038_1.rcp	32	4	739219335	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3038_2.rcp	32	4	1910787102	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j3038_3.rcp	32	4	386405436	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3038_4.rcp	32	4	1881278784	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3038_5.rcp	32	4	700959804	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j3038_6.rcp	32	4	1828217808	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j3038_7.rcp	32	4	1572800544	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j3038_8.rcp	32	4	1912419432	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3038_9.rcp	32	4	1810659348	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j303_8.rcp	32	4	2140296220	0	2.1	0	0.25	1	0.77	1	0	0		0	0
j3039_10.rcp	32	4	1852677126	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3039_1.rcp	32	4	1687370286	0	2.1	0	0.51	1	0.93	1	0	0		0	0
j3039_2.rcp	32	4	1861094664	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3039_3.rcp	32	4	708128736	0	2.1	0	0.51	1	0.93	1	0	0		0	0
j3039_4.rcp	32	4	624366588	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3039_5.rcp	32	4	1921688184	0	2.1	0	0.51	1	0.93	1	0	0		0	0
j3039_6.rcp	32	4	1835883414	0	2.1	0	0.51	1	0.97	1	0	0		0	0
j3039_7.rcp	32	4	1815797592	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j3039_8.rcp	32	4	2124217900	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j3039_9.rcp	32	4	1857315519	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j303_9.rcp	32	4	729047100	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j3040_10.rcp	32	4	688157916	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j3040_1.rcp	32	4	2060780847	0	2.1	0	0.51	1	0.73	1	0	0		0	0
j3040_2.rcp	32	4	701951511	0	2.1	0	0.51	1	0.97	1	0	0		0	0
j3040_3.rcp	32	4	1777616946	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j3040_4.rcp	32	4	1950877872	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3040_5.rcp	32	4	2104386174	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j3040_6.rcp	32	4	1985581226	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j3040_7.rcp	32	4	1788798855	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j3040_8.rcp	32	4	1907751394	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j3040_9.rcp	32	4	1816951500	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j304_10.rcp	32	4	2114048691	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j3041_10.rcp	32	4	380072994	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j3041_1.rcp	32	4	1532806380	0	2.1	0	0.76	1	0.73	1	0	0		0	0
j3041_2.rcp	32	4	1857424948	0	2.1	0	0.76	1	0.93	1	0	0		0	0
j3041_3.rcp	32	4	1768884068	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3041_4.rcp	32	4	810438096	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3041_5.rcp	32	4	1665487104	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j3041_6.rcp	32	4	1997993054	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j3041_7.rcp	32	4	667930104	0	2.1	0	0.76	1	0.73	1	0	0		0	0
j3041_8.rcp	32	4	1797510728	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3041_9.rcp	32	4	1819634712	0	2.1	0	0.76	1	0.73	1	0	0		0	0
j304_1.rcp	32	4	771761775	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j3042_10.rcp	32	4	1841824288	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3042_1.rcp	32	4	2060049096	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3042_2.rcp	32	4	787200784	0	2.1	0	0.76	1	0.93	1	0	0		0	0
j3042_3.rcp	32	4	1837779321	0	2.1	0	0.76	1	0.73	1	0	0		0	0
j3042_4.rcp	32	4	2107357758	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3042_5.rcp	32	4	2011974552	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3042_6.rcp	32	4	1773879756	0	2.1	0	0.76	1	0.77	1	0	0		0	0
j3042_7.rcp	32	4	701580006	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j3042_8.rcp	32	4	1661655984	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3042_9.rcp	32	4	1556643312	0	2.1	0	0.76	1	0.93	1	0	0		0	0
j304_2.rcp	32	4	621473484	0	2.1	0	0.25	1	0.9	1	0	0		0	0
j3043_10.rcp	32	4	1717967250	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3043_1.rcp	32	4	2022262851	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3043_2.rcp	32	4	1917844710	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3043_3.rcp	32	4	2003370921	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j3043_4.rcp	32	4	2012359428	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3043_5.rcp	32	4	1787879520	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j3043_6.rcp	32	4	2083915170	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3043_7.rcp	32	4	798387164	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3043_8.rcp	32	4	848219472	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3043_9.rcp	32	4	2026880146	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j304_3.rcp	32	4	750321792	0	2.1	0	0.25	1	0.9	1	0	0		0	0
j3044_10.rcp	32	4	2006711382	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3044_1.rcp	32	4	1837136448	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j3044_2.rcp	32	4	1949046294	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3044_3.rcp	32	4	1707643647	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j3044_4.rcp	32	4	1989231472	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3044_5.rcp	32	4	1729490580	0	2.1	0	0.76	1	0.8	1	0	0		0	0
j3044_6.rcp	32	4	2122481046	0	2.1	0	0.76	1	0.97	1	0	0		0	0
j3044_7.rcp	32	4	1767932984	0	2.1	0	0.76	1	0.77	1	0	0		0	0
j3044_8.rcp	32	4	663554097	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j3044_9.rcp	32	4	2050033536	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j304_4.rcp	32	4	1955635866	0	2.1	0	0.25	1	0.9	1	0	0		0	0
j3045_10.rcp	32	4	401041539	0	2.1	0	1	1	0.87	1	0	0		0	0
j3045_1.rcp	32	4	1948790160	0	2.1	0	1	1	0.9	1	0	0		0	0
j3045_2.rcp	32	4	2097096928	0	2.1	0	1	1	0.77	1	0	0		0	0
j3045_3.rcp	32	4	771167691	0	2.1	0	1	1	0.77	1	0	0		0	0
j3045_4.rcp	32	4	2042455014	0	2.1	0	1	1	0.87	1	0	0		0	0
j3045_5.rcp	32	4	1683123618	0	2.1	0	1	1	0.93	1	0	0		0	0
j3045_6.rcp	32	4	1867768858	0	2.1	0	1	1	0.93	1	0	0		0	0
j3045_7.rcp	32	4	1761289488	0	2.1	0	1	1	0.87	1	0	0		0	0
j3045_8.rcp	32	4	1857165578	0	2.1	0	1	1	0.93	1	0	0		0	0
j3045_9.rcp	32	4	1960182018	0	2.1	0	1	1	0.8	1	0	0		0	0
j304_5.rcp	32	4	1984096218	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j3046_10.rcp	32	4	2027817792	0	2.1	0	1	1	0.93	1	0	0		0	0
j3046_1.rcp	32	4	749139984	0	2.1	0	1	1	0.87	1	0	0		0	0
j3046_2.rcp	32	4	1937695643	0	2.1	0	1	1	0.83	1	0	0		0	0
j3046_3.rcp	32	4	2069066130	0	2.1	0	1	1	0.83	1	0	0		0	0
j3046_4.rcp	32	4	1940943060	0	2.1	0	1	1	0.87	1	0	0		0	0
j3046_5.rcp	32	4	1969971129	0	2.1	0	1	1	0.83	1	0	0		0	0
j3046_6.rcp	32	4	2106783165	0	2.1	0	1	1	0.8	1	0	0		0	0
j3046_7.rcp	32	4	401628344	0	2.1	0	1	1	0.9	1	0	0		0	0
j3046_8.rcp	32	4	1824145632	0	2.1	0	1	1	0.93	1	0	0		0	0
j3046_9.rcp	32	4	2122477064	0	2.1	0	1	1	0.73	1	0	0		0	0
j304_6.rcp	32	4	1727485984	0	2.1	0	0.25	1	0.9	1	0	0		0	0
j3047_10.rcp	32	4	2094112475	0	2.1	0	1	1	0.93	1	0	0		0	0
j3047_1.rcp	32	4	2070827484	0	2.1	0	1	1	0.73	1	0	0		0	0
j3047_2.rcp	32	4	1974022679	0	2.1	0	1	1	0.87	1	0	0		0	0
j3047_3.rcp	32	4	1821325176	0	2.1	0	1	1	0.87	1	0	0		0	0
j3047_4.rcp	32	4	1975561308	0	2.1	0	1	1	0.97	1	0	0		0	0
j3047_5.rcp	32	4	828433361	0	2.1	0	1	1	0.83	1	0	0		0	0
j3047_6.rcp	32	4	2034293184	0	2.1	0	1	1	0.73	1	0	0		0	0
j3047_7.rcp	32	4	1812720531	0	2.1	0	1	1	0.93	1	0	0		0	0
j3047_8.rcp	32	4	799758489	0	2.1	0	1	1	0.8	1	0	0		0	0
j3047_9.rcp	32	4	1828149264	0	2.1	0	1	1	0.9	1	0	0		0	0
j304_7.rcp	32	4	1588269816	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j3048_10.rcp	32	4	1992876332	0	2.1	0	1	1	0.83	1	0	0		0	0
j3048_1.rcp	32	4	1999798430	0	2.1	0	1	1	0.93	1	0	0		0	0
j3048_2.rcp	32	4	624332370	0	2.1	0	1	1	0.8	1	0	0		0	0
j3048_3.rcp	32	4	1866984832	0	2.1	0	1	1	0.83	1	0	0		0	0
j3048_4.rcp	32	4	2007705260	0	2.1	0	1	1	0.83	1	0	0		0	0
j3048_5.rcp	32	4	2027645701	0	2.1	0	1	1	0.97	1	0	0		0	0
j3048_6.rcp	32	4	742390714	0	2.1	0	1	1	0.83	1	0	0		0	0
j3048_7.rcp	32	4	2044182926	0	2.1	0	1	1	0.9	1	0	0		0	0
j3048_8.rcp	32	4	391078539	0	2.1	0	1	1	0.73	1	0	0		0	0
j3048_9.rcp	32	4	719414262	0	2.1	0	1	1	0.87	1	0	0		0	0
j304_8.rcp	32	4	1996980492	0	2.1	0	0.25	1	0.8	1	0	0		0	0
j304_9.rcp	32	4	2101075256	0	2.1	0	0.25	1	0.7	1	0	0		0	0
j305_10.rcp	32	4	362797080	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j305_1.rcp	32	4	1771450128	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j305_2.rcp	32	4	2057525730	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j305_3.rcp	32	4	681412086	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j305_4.rcp	32	4	1704524034	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j305_5.rcp	32	4	1675203273	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j305_6.rcp	32	4	2127002728	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j305_7.rcp	32	4	1875017460	0	2.1	0	0.51	1	0.73	1	0	0		0	0
j305_8.rcp	32	4	1817811597	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j305_9.rcp	32	4	2137057632	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j306_10.rcp	32	4	1740119973	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j306_1.rcp	32	4	2017778688	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j306_2.rcp	32	4	1697994697	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j306_3.rcp	32	4	640949670	0	2.1	0	0.51	1	0.7	1	0	0		0	0
j306_4.rcp	32	4	2011760064	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j306_5.rcp	32	4	1663378056	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j306_6.rcp	32	4	2022780564	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j306_7.rcp	32	4	818328351	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j306_8.rcp	32	4	668751710	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j306_9.rcp	32	4	2005713441	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j307_10.rcp	32	4	2059881480	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j307_1.rcp	32	4	2025280968	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_2.rcp	32	4	1966725360	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_3.rcp	32	4	1683740484	0	2.1	0	0.51	1	0.93	1	0	0		0	0
j307_4.rcp	32	4	665801515	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j307_5.rcp	32	4	1837593864	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_6.rcp	32	4	665143500	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_7.rcp	32	4	1717967368	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_8.rcp	32	4	844794318	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j307_9.rcp	32	4	1815524928	0	2.1	0	0.51	1	0.97	1	0	0		0	0
j308_10.rcp	32	4	1600954047	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j308_1.rcp	32	4	843503799	0	2.1	0	0.51	1	0.7	1	0	0		0	0
j308_2.rcp	32	4	729434160	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j308_3.rcp	32	4	1713693500	0	2.1	0	0.51	1	0.87	1	0	0		0	0
j308_4.rcp	32	4	1749489444	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j308_5.rcp	32	4	383515128	0	2.1	0	0.51	1	0.8	1	0	0		0	0
j308_6.rcp	32	4	1820423850	0	2.1	0	0.51	1	0.77	1	0	0		0	0
j308_7.rcp	32	4	2091985056	0	2.1	0	0.51	1	0.93	1	0	0		0	0
j308_8.rcp	32	4	423271008	0	2.1	0	0.51	1	0.9	1	0	0		0	0
j308_9.rcp	32	4	811814916	0	2.1	0	0.51	1	0.83	1	0	0		0	0
j309_10.rcp	32	4	1959492222	0	2.1	0	0.76	1	0.77	1	0	0		0	0
j309_1.rcp	32	4	756962496	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j309_2.rcp	32	4	822246159	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j309_3.rcp	32	4	1942869888	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j309_4.rcp	32	4	2104233429	0	2.1	0	0.76	1	0.77	1	0	0		0	0
j309_5.rcp	32	4	1861742577	0	2.1	0	0.76	1	0.83	1	0	0		0	0
j309_6.rcp	32	4	765905108	0	2.1	0	0.76	1	0.9	1	0	0		0	0
j309_7.rcp	32	4	1796256224	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j309_8.rcp	32	4	1711622112	0	2.1	0	0.76	1	0.87	1	0	0		0	0
j309_9.rcp	32	4	801989679	0	2.1	0	0.76	1	0.9	1	0	0		0	0
